Age,Experience,Income,Family,CCAvg,Mortgage,Securities Account,CD Account,Online,CreditCard,Edu_2,Edu_3
38,14,71,4,2.0,0,0,0,0,0,0,1
63,39,49,1,0.8,103,0,0,1,0,0,0
55,29,39,1,0.2,0,0,0,0,1,0,0
50,24,180,1,1.7,0,0,0,1,1,0,0
60,35,22,1,1.3,123,0,0,1,0,0,0
30,6,191,2,4.4,0,0,0,1,0,1,0
47,21,68,4,2.6,0,0,0,0,0,0,1
47,23,29,4,0.6,0,0,0,1,0,0,0
34,9,84,3,0.6,0,0,0,1,0,1,0
26,0,49,3,2.4,0,0,0,0,0,1,0
29,3,54,4,1.8,0,0,0,0,0,0,1
63,37,39,2,0.7,0,0,0,1,1,0,1
30,4,35,2,0.3,0,1,0,0,1,1,0
64,39,13,4,0.6,0,0,0,1,0,1,0
58,33,122,4,0.2,0,0,1,1,0,1,0
38,13,65,3,0.5,0,0,0,1,0,0,1
30,5,85,1,2.6,0,0,0,1,0,1,0
28,2,84,1,2.9,102,1,1,0,1,0,1
66,42,53,2,1.1,0,0,0,1,1,0,0
37,11,139,2,0.8,421,0,0,1,0,1,0
42,18,34,1,2.0,0,1,0,0,0,1,0
32,8,128,2,4.33,0,0,0,1,0,0,0
55,30,41,2,0.6,0,0,0,1,1,0,1
56,30,70,3,0.3,0,0,0,0,0,1,0
38,14,103,1,0.8,0,0,0,0,1,1,0
41,16,13,2,0.0,0,0,0,1,0,0,1
45,18,80,3,2.67,0,0,0,0,0,1,0
55,29,111,2,3.6,0,0,0,0,1,0,1
38,14,42,1,2.0,81,0,0,1,0,1,0
47,21,89,2,0.8,0,0,0,1,1,0,1
54,30,21,2,0.2,0,0,0,0,1,0,0
63,39,52,2,1.1,0,0,0,1,1,0,0
46,22,134,2,3.3,0,0,0,0,0,0,0
27,3,40,3,0.1,111,0,0,1,0,1,0
26,0,149,2,7.2,154,0,0,0,0,0,0
58,32,72,3,0.3,0,0,0,1,0,1,0
46,22,118,1,4.7,159,0,0,0,1,0,0
30,6,182,4,0.8,94,0,0,1,0,0,1
31,7,15,3,0.9,0,0,0,1,0,0,1
39,13,50,3,0.5,0,0,0,0,0,0,1
61,35,49,4,1.7,185,0,0,0,0,1,0
29,3,41,1,1.9,0,0,0,1,1,0,1
47,21,22,1,0.2,104,0,0,0,0,0,0
48,22,40,3,2.2,87,0,0,1,0,1,0
60,35,173,3,3.1,0,0,0,1,0,0,1
63,38,129,1,0.9,366,0,0,1,0,0,0
60,34,23,1,0.8,112,0,0,1,0,1,0
49,25,128,2,0.4,0,0,0,0,0,0,0
43,18,85,1,4.0,287,0,0,1,0,0,1
47,21,85,2,1.7,0,0,0,0,1,1,0
43,18,22,2,0.3,0,0,0,0,0,1,0
63,37,139,2,6.9,0,0,0,0,0,0,0
64,38,63,2,1.7,184,1,0,1,0,0,1
54,30,133,1,5.0,0,0,0,0,1,1,0
35,11,65,3,2.8,240,0,0,1,0,0,0
27,2,44,4,0.6,0,1,1,1,0,1,0
60,35,48,3,1.5,0,0,0,1,0,0,0
44,20,45,2,2.5,0,0,0,1,0,0,0
27,3,69,3,0.7,0,0,0,1,1,1,0
56,32,84,2,1.6,0,0,0,1,0,0,0
46,21,41,1,0.5,0,0,0,0,0,0,1
51,25,45,4,0.1,0,0,0,1,1,0,0
51,24,189,4,4.75,0,0,0,1,0,1,0
60,34,33,2,0.3,101,0,0,1,0,0,0
52,28,41,3,1.9,0,0,0,0,1,1,0
57,32,68,4,0.7,191,0,0,1,1,0,0
58,34,22,1,0.1,0,0,0,1,0,1,0
35,11,41,3,2.0,0,0,0,1,0,0,0
55,25,95,2,4.5,275,0,0,0,0,0,1
36,6,78,4,1.8,163,0,0,0,0,0,1
38,14,25,4,1.0,0,0,0,0,0,0,0
59,33,99,2,2.7,0,0,0,0,0,0,0
47,22,15,2,0.7,0,0,0,0,0,0,1
32,7,84,3,0.6,0,0,0,1,1,1,0
52,27,22,4,0.8,0,0,0,1,1,0,0
52,26,19,2,0.7,0,0,0,0,1,1,0
59,35,93,2,1.6,0,0,0,0,1,0,0
30,6,44,1,0.2,0,0,0,0,1,0,1
41,17,42,4,2.2,185,1,0,1,0,1,0
47,23,32,1,1.0,0,0,0,0,1,0,0
63,38,54,3,2.4,90,0,0,0,1,0,0
48,24,12,4,1.0,89,0,0,0,0,0,0
54,28,49,1,2.2,128,0,0,0,0,0,1
55,25,41,3,1.0,0,0,0,1,0,0,1
67,41,78,4,2.4,0,1,0,0,0,0,1
54,28,94,2,1.1,188,0,0,0,0,0,0
55,29,172,1,5.2,0,0,0,0,0,1,0
32,6,112,1,2.7,408,1,1,1,1,1,0
38,12,30,2,1.4,0,0,0,0,1,0,1
51,27,38,2,1.0,164,0,0,1,0,0,1
52,28,38,4,0.9,95,0,0,1,1,1,0
41,16,111,2,0.4,0,0,0,0,0,0,0
32,5,48,2,1.67,0,1,1,1,1,1,0
64,38,38,2,0.3,186,0,0,1,1,0,0
40,16,83,4,2.67,0,0,0,1,1,0,0
57,32,21,1,0.3,117,0,0,0,0,0,1
42,15,24,3,1.0,0,0,0,1,1,1,0
63,38,83,2,3.4,0,0,0,0,0,0,0
35,8,44,4,1.0,192,0,0,0,1,1,0
38,13,78,4,0.7,0,0,0,1,0,0,1
41,17,78,4,2.67,99,0,0,1,0,0,0
34,9,60,3,2.3,0,0,0,0,0,0,0
25,1,150,1,6.33,0,0,0,0,0,0,0
52,27,23,1,0.4,0,0,0,0,0,0,1
29,5,160,1,4.3,385,0,0,1,0,0,0
55,29,94,1,0.8,221,0,0,0,0,0,1
35,11,75,2,1.7,0,0,0,1,0,1,0
25,0,14,2,0.9,0,0,0,0,1,0,1
47,21,90,2,0.8,0,0,0,0,0,0,1
40,14,58,2,2.8,0,0,0,1,0,0,0
44,18,84,3,1.1,0,0,0,0,0,0,0
51,25,44,3,0.9,0,0,0,0,0,0,1
51,25,92,1,1.9,100,0,0,0,1,1,0
50,26,192,2,1.8,301,0,1,1,1,0,1
31,5,82,4,1.8,0,0,0,1,0,1,0
27,1,41,1,1.9,0,0,0,0,1,0,1
42,18,33,1,1.4,0,0,0,1,0,0,1
36,12,42,1,1.33,0,0,0,1,0,0,0
48,22,43,1,1.2,112,0,0,1,0,1,0
54,30,51,2,3.2,0,0,0,0,0,0,1
57,32,23,1,0.3,0,0,0,1,1,0,1
27,1,80,2,1.6,185,0,0,1,1,0,1
24,0,131,1,5.4,0,0,0,1,0,0,0
59,34,91,1,2.6,0,0,0,1,1,0,0
35,10,78,1,2.6,0,0,0,0,0,1,0
58,34,58,4,2.3,169,0,0,1,0,0,1
40,14,30,2,0.8,86,0,0,0,0,0,1
46,22,113,2,3.3,0,0,0,0,1,0,0
30,6,181,3,4.1,0,0,1,1,1,1,0
56,30,81,4,2.6,0,0,0,1,0,0,1
57,32,21,3,0.1,0,1,1,1,0,1,0
45,20,191,3,2.6,123,0,0,0,0,0,1
50,23,83,1,2.67,0,0,1,1,1,1,0
58,32,85,2,2.0,161,1,1,1,1,0,0
34,8,52,4,2.2,0,0,0,0,0,1,0
49,25,135,2,1.4,82,0,0,1,1,0,0
63,38,148,2,4.3,0,0,0,1,0,0,1
49,24,82,1,2.9,267,0,0,1,0,0,0
30,5,69,1,0.8,0,0,0,1,0,1,0
47,21,109,4,1.8,0,0,0,0,0,0,0
42,18,31,1,0.3,0,0,0,0,1,0,1
62,38,42,1,1.8,0,0,0,0,0,0,1
55,30,28,2,2.0,0,0,0,1,1,1,0
43,18,60,2,2.2,0,0,0,0,1,0,1
51,26,62,4,1.8,119,0,0,1,0,0,1
51,26,59,1,1.2,139,0,0,1,0,0,0
32,8,39,1,1.7,0,0,0,1,1,0,0
34,8,21,4,1.0,0,0,0,0,0,0,0
61,36,61,2,2.8,153,0,0,0,1,0,0
53,28,98,1,1.3,355,0,0,1,0,0,1
67,42,75,4,0.1,182,0,0,1,0,1,0
48,24,224,2,6.67,0,0,1,1,1,0,0
26,0,132,3,6.5,0,0,0,0,1,0,1
37,12,42,3,0.7,0,0,0,1,1,1,0
45,20,198,2,2.8,0,0,0,1,1,0,0
44,19,50,3,2.7,0,0,0,1,0,1,0
40,14,28,2,0.8,0,0,0,0,0,0,1
38,14,25,4,0.4,101,0,0,1,0,1,0
58,34,148,1,4.7,0,0,0,1,0,0,0
38,12,184,3,8.0,0,0,0,1,0,0,0
50,24,45,4,0.1,93,0,0,1,0,0,0
35,8,43,2,1.67,0,0,0,0,0,1,0
32,8,78,4,0.1,0,0,0,1,0,1,0
31,5,40,4,1.3,170,0,0,0,0,0,1
41,14,38,3,1.0,150,0,0,1,0,1,0
29,4,73,1,0.8,0,0,0,1,0,1,0
36,11,162,1,8.6,153,1,0,1,0,0,0
65,39,113,1,2.0,0,0,0,1,1,0,0
48,22,78,3,1.1,0,0,0,1,0,0,0
48,24,75,4,1.4,0,0,0,1,0,1,0
27,0,40,4,1.0,0,0,0,0,0,0,1
31,1,60,4,4.0,244,0,0,0,0,0,1
36,11,164,2,7.8,0,0,0,1,1,0,0
41,16,68,3,3.0,0,0,0,1,1,0,0
47,23,25,1,0.9,0,0,0,1,0,0,1
39,15,129,2,1.9,0,0,0,0,0,0,0
35,8,38,4,1.0,0,0,0,1,0,1,0
45,15,28,1,0.75,0,1,0,0,0,0,1
31,6,44,4,0.8,122,0,0,1,0,0,0
56,31,74,3,1.6,0,0,0,1,1,0,1
38,13,119,2,3.3,0,0,0,0,0,0,0
54,30,88,4,1.0,122,0,0,1,0,1,0
57,32,68,2,3.7,184,0,0,0,0,0,0
44,20,75,4,1.9,0,0,0,0,0,0,0
30,5,134,1,0.0,0,0,0,1,1,0,0
65,39,105,4,2.4,0,0,0,0,0,0,1
28,2,51,4,1.8,0,0,0,0,1,0,1
54,30,13,1,0.3,0,0,0,0,0,0,0
28,2,13,4,0.4,0,0,0,0,1,0,0
50,24,38,4,0.1,0,0,0,1,0,0,0
31,7,140,1,4.0,0,0,0,0,1,0,0
65,41,79,3,2.0,0,0,0,0,0,0,1
43,18,65,2,2.2,0,0,0,1,0,0,1
53,29,10,2,0.4,0,0,0,0,0,0,0
40,14,70,3,2.1,185,0,0,0,0,0,0
50,25,58,1,1.3,0,0,0,1,0,1,0
61,36,89,3,0.5,0,0,0,1,0,0,0
40,14,129,1,5.9,0,0,0,1,0,0,1
49,23,22,1,0.3,0,0,0,0,0,0,1
40,15,22,2,1.4,0,0,0,1,1,1,0
26,0,30,4,1.3,0,0,0,1,1,0,1
59,33,43,2,0.3,0,0,0,0,1,0,0
51,27,52,2,1.0,0,0,0,0,0,0,1
31,5,21,1,0.4,0,0,0,1,0,1,0
35,5,68,4,1.8,0,0,0,0,0,0,1
55,30,82,4,3.8,0,0,0,1,0,1,0
47,21,53,1,1.5,0,0,0,1,0,1,0
44,20,71,4,1.9,207,0,0,1,0,0,0
61,35,60,3,1.4,0,0,0,0,0,0,1
63,39,41,4,1.3,0,0,0,1,0,1,0
50,25,18,2,0.0,0,0,0,0,1,0,0
52,28,72,1,0.0,178,0,0,0,0,0,0
34,10,42,1,1.5,131,0,0,0,0,1,0
56,32,158,1,7.4,0,0,0,0,0,0,0
54,28,30,4,0.7,0,0,0,1,0,1,0
61,37,172,4,4.25,0,0,1,1,1,0,0
45,20,40,2,1.3,0,0,0,0,1,0,0
62,36,69,2,1.7,0,0,0,1,0,0,1
44,18,33,3,0.5,0,0,0,0,0,1,0
36,12,123,2,3.0,0,0,0,0,0,0,1
61,37,33,3,0.1,0,0,0,1,0,0,1
43,19,71,3,0.3,179,0,0,0,0,0,1
51,26,69,3,2.0,0,0,0,1,0,1,0
64,39,145,1,0.9,0,0,0,0,0,0,0
45,20,200,2,8.8,0,0,0,1,1,0,0
58,32,110,3,1.7,0,0,0,0,0,1,0
65,39,141,2,6.9,0,1,0,1,0,0,0
35,10,135,3,4.8,0,0,0,1,0,1,0
49,25,24,4,0.2,138,0,0,1,0,0,0
57,31,120,2,2.0,0,0,0,0,1,0,0
47,20,25,3,0.67,0,0,0,1,1,1,0
27,2,129,2,3.3,0,1,0,0,0,0,0
24,-1,38,2,1.7,0,0,0,1,0,1,0
50,26,48,1,1.6,0,0,0,0,1,1,0
40,15,31,1,0.6,0,0,0,1,0,0,1
46,20,145,2,6.3,0,1,1,1,0,0,0
27,1,41,4,1.8,147,0,0,0,0,0,1
61,36,21,4,0.4,123,0,0,0,0,1,0
35,9,142,2,0.0,0,1,0,1,0,0,0
58,34,31,4,0.4,0,0,0,0,0,0,0
27,1,98,4,2.3,0,0,0,0,1,0,1
61,35,40,1,0.8,128,0,0,1,0,1,0
46,20,70,4,2.9,0,0,0,0,1,0,0
47,23,148,2,7.5,0,0,1,1,1,0,0
48,21,23,3,0.67,0,0,0,1,0,1,0
62,37,98,1,0.9,151,0,0,1,0,0,0
65,39,35,1,0.5,0,0,0,0,0,0,1
45,21,134,2,3.3,0,0,0,1,1,0,0
65,39,100,4,1.7,0,0,0,0,1,0,1
45,21,71,4,1.9,0,0,0,1,0,0,0
32,8,84,4,3.4,0,0,0,1,0,0,0
50,25,82,1,1.3,0,0,0,1,0,0,1
39,15,168,2,8.0,152,1,0,0,0,0,0
36,10,183,2,0.0,0,0,0,0,0,0,0
37,13,45,1,1.8,0,0,0,0,0,0,0
51,27,44,3,1.9,141,0,0,0,0,1,0
46,21,92,1,0.2,0,0,0,0,0,1,0
50,24,68,1,1.5,120,0,0,1,1,1,0
26,0,85,2,1.6,0,0,0,0,0,0,1
55,31,50,4,1.5,0,0,0,1,0,0,0
37,11,34,3,0.2,0,0,0,0,0,1,0
50,25,42,3,1.7,0,0,0,1,0,1,0
52,28,79,1,2.7,0,0,0,1,1,1,0
43,18,88,4,1.1,0,0,0,1,0,1,0
49,23,65,3,0.7,263,0,0,1,1,1,0
28,3,51,2,1.6,123,0,0,0,0,0,1
50,24,95,1,0.3,262,0,0,1,0,0,0
52,28,118,2,6.8,112,0,0,1,0,0,0
46,19,84,1,2.67,0,0,0,1,1,1,0
54,28,155,1,1.0,256,0,0,1,1,0,0
52,28,149,2,0.4,0,0,0,0,0,0,0
65,40,29,1,1.5,0,0,0,0,0,1,0
36,12,73,4,2.0,188,0,0,1,0,0,1
33,7,73,1,2.5,135,0,0,0,0,0,0
37,13,71,2,2.7,94,0,0,1,0,0,0
56,29,45,4,2.5,113,0,0,1,0,1,0
32,6,84,4,1.8,0,0,0,0,0,1,0
29,3,73,3,0.3,0,0,0,0,0,0,1
64,38,40,2,1.0,0,0,0,0,0,0,1
44,20,171,4,0.7,567,0,1,1,1,0,0
37,12,52,2,1.1,0,0,0,1,0,1,0
56,31,61,2,1.9,105,0,0,0,0,1,0
47,23,170,2,6.5,0,0,1,1,1,1,0
37,11,75,3,0.9,0,0,0,1,0,1,0
34,8,99,2,4.5,217,0,0,0,0,0,1
50,24,80,4,4.9,0,0,0,1,0,0,0
45,20,38,4,1.9,144,0,0,1,1,0,1
39,14,54,2,1.1,159,0,0,0,1,1,0
53,27,50,2,0.8,0,0,0,1,0,0,1
42,18,88,4,0.8,0,0,0,1,1,0,0
44,20,82,4,1.4,201,0,0,1,1,1,0
28,3,193,3,4.0,0,0,0,1,0,1,0
48,23,43,3,1.7,159,0,0,1,0,1,0
56,26,50,3,1.4,0,0,0,0,0,0,1
50,26,48,4,0.1,0,0,0,0,1,0,1
61,36,35,3,1.3,0,0,0,0,1,1,0
52,28,9,2,0.2,0,0,0,0,0,0,0
51,27,43,4,1.1,164,0,0,1,1,1,0
38,13,143,1,4.1,0,0,0,0,0,0,0
42,17,59,4,0.4,0,0,0,1,0,0,0
64,38,40,1,2.5,94,0,0,1,1,0,1
67,42,21,3,0.1,0,0,0,0,1,0,1
25,-1,48,3,0.3,0,0,0,0,1,0,1
54,28,52,4,2.5,0,0,0,1,0,0,0
28,3,81,4,0.2,0,0,0,0,0,0,0
58,32,65,3,2.2,0,0,0,1,0,0,1
31,6,170,2,6.7,137,0,0,1,0,0,0
30,4,85,4,2.1,0,0,0,1,0,0,1
45,19,70,3,2.1,0,0,0,1,0,0,0
25,0,43,2,1.6,0,1,1,1,1,0,1
31,6,55,4,2.0,185,0,0,1,0,1,0
42,18,22,1,1.4,0,0,0,1,0,0,1
31,7,11,1,0.5,80,0,0,1,1,0,1
55,31,12,2,0.2,76,0,0,1,1,0,0
61,36,13,3,0.5,0,0,0,1,0,0,0
28,3,142,1,0.8,0,0,0,1,0,0,0
49,25,195,4,3.0,617,0,0,0,0,0,0
33,9,22,4,0.4,103,0,0,1,0,1,0
30,5,118,4,3.0,0,0,0,1,0,0,1
29,2,33,1,2.0,160,0,0,0,0,1,0
29,3,91,1,3.4,0,0,0,0,0,0,1
39,13,58,2,2.4,0,0,0,1,0,1,0
40,16,114,1,3.4,300,0,0,1,0,0,0
57,31,51,1,1.4,0,0,0,1,1,0,0
64,39,114,1,0.8,0,0,0,1,0,0,1
32,7,81,2,3.4,0,0,0,0,1,1,0
56,26,90,2,4.5,0,0,0,0,0,0,1
48,22,71,1,1.4,0,0,0,0,1,0,1
42,17,82,1,3.7,0,0,0,1,0,0,1
28,4,43,1,1.0,102,0,0,0,0,0,1
38,14,90,2,0.0,258,1,1,1,1,0,0
59,33,89,4,1.9,0,0,0,1,1,1,0
43,19,70,3,2.33,0,0,0,1,0,0,0
32,7,82,2,2.5,221,0,0,1,1,0,0
27,1,138,2,2.0,0,0,0,1,0,0,0
47,22,65,1,2.4,0,0,0,1,0,0,0
50,24,161,3,3.4,212,0,0,1,0,0,0
45,21,11,4,0.2,106,0,0,1,1,0,0
63,39,45,4,1.3,86,0,0,0,0,1,0
62,38,43,1,1.9,0,0,0,1,0,1,0
45,21,158,2,6.67,132,0,0,1,1,0,0
53,28,85,1,1.2,0,0,0,0,0,0,0
34,7,82,4,2.0,0,0,0,1,1,1,0
64,39,24,4,0.4,78,0,0,1,0,1,0
39,13,59,3,0.9,199,1,0,1,0,0,1
57,27,68,1,1.4,0,0,0,1,0,0,1
26,2,72,4,2.6,0,0,0,1,0,0,0
60,34,64,1,0.8,248,0,0,0,0,1,0
35,10,58,4,0.7,232,0,0,0,0,0,1
26,1,39,4,0.6,0,0,0,0,1,1,0
60,35,35,3,0.2,169,0,0,1,0,0,0
33,8,115,4,2.9,0,0,0,1,0,1,0
49,25,13,3,0.4,106,0,0,1,0,0,0
62,36,41,2,1.0,154,1,0,1,0,0,1
50,25,14,4,0.8,0,0,0,1,0,0,0
25,-1,81,2,1.6,0,0,0,1,1,0,1
24,-2,118,2,7.2,0,1,0,1,0,0,0
26,0,83,3,3.9,0,0,0,1,0,1,0
44,19,85,2,3.8,0,0,0,1,0,0,1
31,5,115,2,1.5,189,0,0,1,0,0,1
55,28,39,3,1.0,0,0,0,1,1,1,0
38,14,105,2,1.9,0,0,0,1,0,0,0
47,22,38,4,1.9,0,0,0,1,0,0,1
33,9,145,1,4.3,437,0,0,1,0,0,0
34,9,164,1,6.0,0,0,0,1,0,0,1
48,22,83,2,2.4,0,0,0,1,0,1,0
58,34,88,2,1.6,0,0,0,1,1,0,0
48,24,9,4,0.5,0,0,0,0,1,1,0
58,33,95,1,2.6,0,0,0,1,0,0,0
63,39,84,1,1.8,0,0,0,0,0,0,1
60,34,64,3,2.5,0,0,0,1,0,0,0
39,14,18,4,0.2,0,1,0,0,0,0,1
36,12,38,1,1.5,0,0,0,0,0,1,0
66,41,25,4,0.6,0,0,0,1,1,1,0
38,13,65,3,0.7,0,0,0,1,0,1,0
29,5,124,2,0.2,0,0,0,0,1,0,0
33,7,49,4,2.2,0,0,0,1,0,1,0
25,-1,43,3,2.4,176,0,0,1,0,1,0
33,7,39,2,2.0,0,0,0,0,0,0,1
29,3,10,4,0.4,87,0,0,1,1,0,0
26,2,171,3,6.0,0,0,0,1,0,1,0
44,20,70,4,1.9,0,0,0,1,0,0,0
35,9,58,1,2.5,0,0,0,1,1,0,0
53,29,53,4,0.1,0,0,0,0,0,0,1
58,32,73,2,0.7,0,0,0,1,1,1,0
45,19,41,1,0.2,0,0,0,1,0,0,0
61,36,23,1,0.1,96,0,0,0,0,0,0
41,14,74,3,2.33,0,0,0,1,0,1,0
49,24,109,1,0.6,0,0,0,0,0,0,0
46,20,140,2,6.3,380,0,0,1,1,0,0
55,29,21,4,0.7,0,0,0,0,0,0,1
47,21,174,4,3.2,0,0,0,0,0,0,1
58,32,128,2,2.7,344,0,0,0,0,0,0
32,8,58,3,2.0,90,0,0,1,0,0,0
43,19,40,3,0.6,0,0,0,1,0,1,0
35,10,143,1,8.6,0,0,0,1,1,0,0
45,21,142,1,1.4,0,0,0,1,0,1,0
52,27,25,2,0.0,0,0,0,1,1,0,0
48,24,144,4,3.5,0,0,0,0,0,1,0
55,31,130,4,6.5,0,0,0,0,1,0,0
35,5,93,4,1.8,0,0,0,0,1,0,1
58,32,81,3,1.7,0,0,0,1,1,1,0
41,17,165,2,8.0,0,0,0,1,0,0,0
29,3,41,4,1.3,0,0,0,1,0,0,1
59,35,88,2,1.6,0,0,0,0,1,0,0
54,30,133,2,2.6,0,0,0,0,0,0,1
44,20,149,1,1.7,0,0,0,1,0,0,0
43,19,130,2,4.7,221,0,0,0,1,0,1
57,31,51,4,1.7,103,0,0,1,0,1,0
27,3,110,2,0.2,294,1,0,0,1,0,0
36,12,25,4,1.0,147,0,0,0,0,0,0
60,34,15,1,0.8,0,0,0,1,0,1,0
59,35,161,1,2.9,160,0,0,0,1,0,0
61,37,54,4,1.2,129,0,0,1,1,1,0
35,9,53,4,2.2,0,0,0,1,0,1,0
57,32,31,3,1.3,0,0,0,1,1,1,0
49,23,39,4,2.6,0,0,0,0,0,0,0
55,29,60,3,2.2,84,0,0,1,0,0,1
62,38,65,1,0.0,0,0,0,1,0,1,0
43,16,44,3,1.0,0,0,0,1,0,1,0
62,38,99,4,1.7,0,0,0,0,0,1,0
42,18,144,2,6.1,158,0,0,0,0,0,0
48,24,14,3,0.4,0,0,0,1,0,0,0
43,18,29,1,0.3,0,0,0,1,0,0,1
35,9,44,3,0.9,89,0,0,0,0,0,0
47,21,82,3,2.1,0,0,0,0,0,0,0
39,14,161,1,4.1,509,1,0,0,0,0,0
51,26,62,1,1.3,221,0,0,1,0,1,0
43,16,78,3,2.67,161,0,0,1,1,1,0
53,28,183,3,8.2,467,0,1,1,1,0,1
64,40,171,2,2.1,433,0,0,0,0,0,0
47,21,79,3,1.1,185,0,0,1,1,0,0
27,2,101,1,1.9,0,0,0,0,0,0,0
61,36,55,3,0.9,197,0,0,0,0,0,1
57,31,41,1,1.4,0,1,0,1,0,0,0
55,29,64,4,2.6,0,0,0,1,0,0,1
48,24,24,1,0.9,0,0,0,0,0,0,1
45,21,85,2,3.2,0,1,0,1,0,0,0
43,18,113,2,0.4,325,1,0,0,0,0,0
46,21,39,2,1.3,101,0,0,1,0,0,0
54,30,54,1,1.6,185,0,0,1,0,0,1
41,17,51,2,0.6,0,0,0,0,1,0,1
44,20,111,2,5.3,0,0,0,1,0,1,0
46,20,85,2,0.4,0,0,0,0,0,0,1
58,32,61,3,2.2,0,0,0,1,1,0,1
29,5,28,1,0.2,0,0,0,1,0,0,1
47,20,13,3,0.67,0,0,0,1,0,1,0
35,11,83,2,2.2,0,0,0,0,0,0,0
51,26,78,1,1.2,305,0,0,1,0,0,0
60,34,108,2,2.0,359,0,0,1,0,0,0
60,34,85,2,2.0,0,0,0,1,0,0,0
41,16,9,2,0.3,0,0,0,0,1,1,0
46,20,12,4,0.6,0,0,0,0,1,0,1
38,14,43,2,1.7,0,0,0,1,0,0,0
44,18,54,1,2.8,202,0,0,0,0,0,0
23,-1,61,4,2.6,239,0,0,1,0,0,0
64,39,113,1,0.8,0,0,0,0,1,0,1
26,0,129,3,0.7,0,0,0,0,0,1,0
50,25,192,2,2.8,238,0,0,0,1,0,0
55,30,85,1,0.1,0,0,0,0,0,0,1
51,25,45,4,2.6,0,0,0,0,0,0,0
59,35,151,2,6.0,0,0,0,1,0,0,0
33,7,29,1,0.6,0,0,0,0,0,0,1
51,24,85,3,2.0,0,0,0,0,0,1,0
32,7,58,1,1.0,0,0,0,1,0,0,0
56,32,65,2,3.2,0,0,0,1,0,0,1
60,35,43,3,0.9,0,0,0,1,1,0,1
54,24,25,4,0.4,115,0,0,0,0,0,1
51,26,55,3,2.0,93,0,0,1,0,1,0
52,26,155,3,7.2,0,0,0,1,0,1,0
25,0,30,2,1.7,0,0,0,0,0,1,0
63,39,119,1,2.9,0,1,0,1,0,0,0
36,12,123,2,5.6,0,0,1,1,1,1,0
45,21,61,3,0.7,0,1,1,1,1,0,0
32,7,111,1,3.8,0,1,0,0,0,0,0
37,12,180,1,8.6,0,0,0,1,1,0,0
41,16,33,4,0.0,0,0,0,1,0,1,0
35,10,29,4,1.1,0,0,0,1,0,0,1
59,35,33,4,0.4,131,0,0,0,1,0,0
59,34,74,4,0.7,0,0,0,1,1,0,0
34,10,34,1,1.5,111,0,0,0,1,1,0
50,23,18,1,0.5,0,0,0,1,1,1,0
61,35,53,1,2.8,167,0,0,1,0,1,0
60,36,195,1,4.7,0,0,0,1,0,0,0
30,4,15,4,0.4,85,0,0,1,0,0,0
54,29,82,3,3.7,0,0,0,1,0,1,0
38,14,64,1,1.5,0,0,0,0,1,0,1
42,17,63,2,2.2,0,0,0,1,0,0,1
33,9,41,1,1.5,0,0,1,1,1,1,0
49,23,65,2,0.4,232,0,0,0,1,0,1
45,19,30,3,0.5,0,0,0,1,1,1,0
35,9,24,4,0.3,0,0,0,1,0,0,0
36,12,18,1,0.5,0,0,0,0,1,0,1
40,14,74,4,1.4,0,0,0,1,0,1,0
43,19,161,2,7.6,464,0,0,1,0,0,0
59,33,38,1,1.4,0,0,0,1,1,0,0
47,21,24,2,0.1,0,0,0,0,1,0,1
31,7,113,2,2.0,315,0,0,0,0,1,0
61,34,41,4,2.5,0,0,0,1,0,1,0
57,32,75,2,3.7,236,0,0,1,0,0,0
50,26,40,4,1.1,131,0,0,0,0,1,0
32,6,28,2,0.3,88,0,0,1,0,1,0
63,37,132,1,4.4,0,0,0,1,0,1,0
47,23,22,4,0.6,0,0,0,1,1,0,0
28,2,121,2,2.0,341,0,0,1,0,0,0
37,11,60,2,2.8,181,0,0,0,1,0,0
32,8,79,1,0.1,0,0,0,0,0,0,0
45,18,78,3,2.67,0,0,0,1,0,1,0
57,33,30,3,1.5,151,1,0,1,0,0,0
55,29,62,3,0.3,0,0,0,1,0,1,0
39,15,53,1,1.8,0,0,0,0,0,0,0
60,36,63,4,2.2,0,0,0,1,0,0,0
26,0,12,1,0.1,0,0,0,1,0,1,0
65,40,18,1,1.5,0,0,0,1,0,1,0
45,21,140,2,7.6,132,0,0,0,0,0,0
45,20,61,3,2.7,0,0,0,0,1,1,0
60,34,43,1,1.4,0,0,0,1,1,0,0
60,35,52,3,0.5,0,0,0,0,0,1,0
40,16,61,3,2.1,0,0,0,0,0,0,1
60,34,59,1,1.6,231,0,0,1,0,0,0
45,19,125,1,2.4,0,0,0,0,0,0,0
51,26,15,2,0.0,114,0,0,1,0,0,0
47,23,149,4,6.1,0,0,0,0,1,0,0
30,6,62,1,0.1,0,0,0,1,1,0,0
44,18,71,2,0.8,0,0,0,1,0,0,1
54,29,62,4,0.7,0,0,0,0,1,0,0
59,35,121,1,4.3,0,0,0,1,0,0,0
59,33,38,3,2.2,178,1,1,1,1,0,1
39,15,24,1,1.0,116,0,0,1,1,0,0
48,22,149,2,5.5,0,1,1,1,0,1,0
45,19,11,1,0.2,91,0,0,0,0,0,0
64,39,101,4,3.4,0,0,0,0,1,1,0
51,25,58,3,0.7,223,0,0,0,0,1,0
41,17,48,3,0.3,0,0,0,1,1,0,1
45,18,48,3,2.5,113,0,0,1,1,1,0
64,38,39,1,0.5,0,1,1,1,1,0,1
